Canonical_PostEra_ID,suspected_SMILES,IC50_(µM),IC50_CI_(Lower)_(µM),IC50_CI_(Upper)_(µM),Hill_slope,Curve_class,Semiquant
MAT-POS-c20a539d-7,CCS(=O)(=O)Nc1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,1.02,0.939,1.10,1.06,1.1,Quant
MAT-POS-c74bc7b3-1,C[C@@]1(C(=O)Nc2cncc3ccccc23)CCNc2cc(Cl)c(Cl)cc21,0.234,0.213,0.258,1.14,1.1,Quant
MAT-POS-c74bc7b3-2,C[C@]1(C(=O)Nc2cncc3ccccc23)CCNc2cc(Cl)c(Cl)cc21,97.7,79.6,120,0.953,2.1,Quant
MAT-POS-c7726e07-3,[H][C@]1(C(=O)Nc2cncc3ccc(F)cc23)CN(CC(=O)NC)C(=O)c2ccc(Cl)cc21,0.0964,0.0890,0.105,1.1,2.1,Quant
MAT-POS-c7726e07-4,[H][C@@]1(C(=O)Nc2cncc3ccc(F)cc23)CN(CC(=O)NC)C(=O)c2ccc(Cl)cc21,0.0946,0.0854,0.105,0.98,2.1,Quant
MAT-POS-c7726e07-5,CNC(=O)CN1Cc2ccc(Cl)cc2[C@@]2(CCN(c3cncc4ccccc34)C2=O)C1,0.0950,0.0810,0.111,1.16,1.1,Quant
MAT-POS-c7726e07-6,CNC(=O)CN1Cc2ccc(Cl)cc2[C@]2(CCN(c3cncc4ccccc34)C2=O)C1,11.9,10.5,13.5,1.26,1.1,Quant
MAT-POS-c7726e07-7,[H][C@]1(C(=O)Nc2cncc3cc(NS(C)(=O)=O)ccc23)CN(S(=O)(=O)CC2(C#N)CC2)Cc2ccc(Cl)cc21,0.742,0.606,0.909,1.17,1.1,Quant
MAT-POS-c7726e07-8,[H][C@@]1(C(=O)Nc2cncc3cc(NS(C)(=O)=O)ccc23)CN(S(=O)(=O)CC2(C#N)CC2)Cc2ccc(Cl)cc21,< 0.0500,,,1.09,2.1,Strong
MAT-POS-c9973a83-1,COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,36.8,34.2,39.5,1.12,2.1,Quant
MAT-POS-d8472c4f-4,O=C(Nc1cncc2ccccc12)c1ccnc2cc(Cl)c(Cl)cc12,28.1,23.6,33.5,0.811,2.1,Quant
MAT-POS-dd1fff26-1,[H][C@]1(C(=O)Nc2cncc3ccccc23)CN(S(=O)(=O)CC2(C)CC2)Cc2ccc(Cl)cc21,4.58,4.23,4.96,1.12,1.1,Quant
MAT-POS-dd1fff26-2,[H][C@@]1(C(=O)Nc2cncc3ccccc23)CN(S(=O)(=O)CC2(C)CC2)Cc2ccc(Cl)cc21,0.0459,0.0411,0.0513,1.19,1.1,Quant
MAT-POS-e10a589d-1,OCCn1c(CSc2nc3ccccc3o2)nc2ccc(Cl)cc21,0.327,0.253,0.422,1.66,1.1,Quant
MAT-POS-e10a589d-4,N#Cc1ncn(CC(=O)Nc2ccc(Br)cc2Cl)n1,15.7,11.0,22.6,0.698,2.3,Quant
MAT-POS-e194df51-1,[H][C@@]1(C(=O)Nc2cncc3ccccc23)CN(S(=O)(=O)CC2(C#N)CC2)Cc2ccc(Cl)cc21,0.0368,0.0343,0.0395,1.19,1.1,Quant
MAT-POS-e194df51-2,[H][C@]1(C(=O)Nc2cncc3ccccc23)CN(S(=O)(=O)CC2(C#N)CC2)Cc2ccc(Cl)cc21,4.11,3.72,4.55,1.11,1.1,Quant
MAT-POS-e20a5dfb-1,O=C1N(c2cncc3ccccc23)CCC[C@@]12CCOc1ccc(Cl)cc12,> 99.5,,,1.32,2.3,Weak
MAT-POS-e20a5dfb-2,O=C1N(c2cncc3ccccc23)CCC[C@]12CCOc1ccc(Cl)cc12,0.365,0.329,0.404,1.07,1.1,Quant
MAT-POS-ea426761-13,O=c1oc(Nc2ccccc2)nc2ccccc12,1.57,0.993,2.48,0.739,1.3,Quant
MAT-POS-ea426761-49,CCCCc1nc(-c2nccn2CC(F)(F)F)c[nH]1,23.1,16.9,31.5,0.439,2.1,Quant
MAT-POS-ea426761-52,CCCCc1nc(-c2nccn2CCc2ccccn2)c[nH]1,21.7,13.2,35.9,0.407,2.3,Quant
MAT-POS-ea426761-53,CCCCc1nc(-c2nccn2Cc2ccoc2)c[nH]1,14.3,6.64,31.0,0.234,2.3,Quant
MAT-POS-ea426761-9,"COC1=CC=CC(=C1)C1=N\C(=C\C2=C(C)C=CS2)C(=O)O1 |c:4,6,13,16,t:2,9|",1.17,0.775,1.77,0.692,2.3,Quant
MAT-POS-ec6d90b7-1,O=C1O[C@]2(CCOc3ccc(Cl)cc32)C(=O)N1c1cncc2ccccc12,80.9,25.8,253,0.351,2.3,Quant
MAT-POS-ec6d90b7-2,O=C1O[C@@]2(CCOc3ccc(Cl)cc32)C(=O)N1c1cncc2ccccc12,> 99.5,,,0.973,4.0,Weak
MAT-POS-ec6d90b7-3,[H][C@]1(C(=O)Nc2cncc3ccncc23)CCOc2cc(F)c(Cl)cc21,> 99.5,,,0.774,2.1,Weak
MAT-POS-ec6d90b7-4,CO[C@]1(C(=O)Nc2cncc3ccc(F)cc23)CCOc2ccc(Cl)cc21,23.3,20.9,26.1,0.971,2.1,Quant
MAT-POS-ec6d90b7-5,[H][C@@]1(C(=O)Nc2cncc3ccc(F)cc23)CCNc2cc(Cl)c(Cl)cc21,0.182,0.166,0.199,1.05,1.1,Quant
MAT-POS-ec6d90b7-6,[H][C@@]1(C(=O)Nc2cncc3ccc(OC)cc23)CCNc2cc(Cl)c(Cl)cc21,0.0823,0.0560,0.121,1.09,1.1,Quant
MAT-POS-ec6d90b7-7,[H][C@@]1(C(=O)Nc2cncc3ccc(F)cc23)CCOc2cc(F)c(Cl)cc21,0.240,0.223,0.257,1.11,1.1,Quant
MAT-POS-f2460aef-1,CC(C)(C)c1ccc(cc1)N([C@@H](C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,0.174,0.167,0.181,1.1,2.1,Quant
MAT-POS-f2460aef-2,CC(C)(C)c1ccc(N(C(=O)c2ccco2)[C@@H](C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1 |o1:16|,15.6,14.0,17.4,0.864,1.1,Quant
MAT-POS-f42f3716-2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(-c2ccc(S(C)(=O)=O)cc2Cl)c1,> 99.5,,,0.432,2.3,Weak
MAT-POS-f42f3716-3,COC(=O)c1ccc(-c2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)c(OC)c1,9.62,8.74,10.6,1.3,1.1,Quant
MAT-POS-f42f3716-4,CCc1cc(F)ccc1-c1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,31.6,26.6,37.5,0.822,2.1,Quant
MAT-POS-f42f3716-6,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(-c2ccc(C)c(F)c2F)c1,31.9,28.0,36.5,0.986,2.1,Quant
MAT-POS-f42f3716-7,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(-c2cnn(C)c2C(F)F)c1,19.3,17.3,21.5,1.18,2.1,Quant
MAT-POS-f42f3716-8,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(/C=C(/c2ccccc2)C(F)(F)F)c1,22.8,20.3,25.6,1.36,2.1,Quant
MAT-POS-f42f3716-9,CCOC(=O)c1cc(-c2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)n[nH]1,> 99.5,,,,,Weak
MAT-POS-f7918075-5,O=C(Cc1cccc(Cl)c1)Nc1cncc2ccncc12,4.27,3.98,4.59,1.14,1.1,Quant
MAT-POS-f7918075-8,O=C(Cc1cccc(Cl)c1)Nc1cncc2nc[nH]c12,13.3,11.4,15.4,0.89,1.1,Quant
MAT-POS-f9802937-3,CN(C)C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,1.30,1.23,1.38,1.08,1.1,Quant
MAT-POS-f9802937-4,CN(C)C(=O)C[C@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,20.5,19.4,21.6,1.04,2.1,Quant
MAT-POS-f9802937-5,CNC(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,1.81,1.53,2.16,1.2,1.1,Quant
MAT-POS-f9802937-6,CNC(=O)C[C@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,49.6,40.0,61.6,1.34,2.1,Quant
MAT-POS-f9802937-8,[H][C@@]1(C(=O)Nc2cncc3ccccc23)CCNc2cc(Cl)c(Cl)cc21,0.0474,0.0372,0.0605,0.885,1.1,Quant
MAT-POS-f9802937-9,[H][C@]1(C(=O)Nc2cncc3ccccc23)CCNc2cc(Cl)c(Cl)cc21,> 99.5,,,0.542,2.3,Weak
MAT-POS-fa06b69f-6,O=C1OC(c2cccs2)=NC1=Cc1ccc(N2CCOCC2)s1,0.696,0.478,1.01,0.662,1.3,Quant
MAT-POS-fce787c2-1,CCOc1c(Cl)cccc1CC(=O)Nc1cncc2ccccc12,6.96,5.53,8.76,0.883,1.1,Quant
MAT-POS-fce787c2-2,O=C(Cc1cc(Cl)cc(Cl)c1)Nc1cncc2ccccc12,1.37,0.751,2.51,0.451,2.3,Quant
MAT-POS-fce787c2-6,O=C(Nc1cncc2ccccc12)C(F)(F)c1ccc(Cl)c(Cl)c1,1.49,1.37,1.62,1.03,1.1,Quant
MIC-UNK-08cd9c58-1,O=C(Cc1cccc(Cl)c1)Nc1cncc2ncccc12,67.1,56.6,79.6,1.15,2.1,Quant
MIC-UNK-50cce87d-1,"FC1=CC=CC2=CN=CC(NC(=O)CC3=CC=CC(Cl)=C3)=C12 |c:3,7,16,19,t:1,5,14,21|",1.31,1.07,1.59,1.1,1.1,Quant
MIC-UNK-50cce87d-2,"ClC1=CC=CC(CC(=O)NC2=CN=CC3=CC=CC(Cl)=C23)=C1 |c:3,12,16,22,t:1,10,14,19|",0.594,0.427,0.825,0.781,1.1,Quant
MIC-UNK-50cce87d-3,Cc1cccc2cncc(NC(=O)Cc3cccc(Cl)c3)c12,0.331,0.314,0.350,1.12,1.1,Quant
MIC-UNK-66895286-1,O=C(Cc1cccc(Cl)c1)Nc1cn[nH]c1,> 99.5,,,,,Weak
MIC-UNK-66895286-3,Cc1n[nH]cc1CC(=O)Nc1cccc(Cl)c1,54.6,50.1,59.5,1.14,2.1,Quant
MIK-ENA-5d9157e9-1,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@@]3(CCN(c4cncc5ccccc45)C3=O)C2)CC1,0.0603,0.0558,0.0651,1.03,1.1,Quant
MIK-ENA-5d9157e9-2,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@]3(CCN(c4cncc5ccccc45)C3=O)C2)CC1,13.5,11.5,15.7,1.02,1.1,Quant
MIK-ENA-5d9157e9-3,[H][C@]1(C(=O)Nc2cncc3cccc(Cl)c23)CN(CC(=O)NC)C(=O)c2ccc(Cl)cc21,14.6,12.2,17.4,1.09,1.1,Quant
MIK-ENA-5d9157e9-4,[H][C@@]1(C(=O)Nc2cncc3cccc(Cl)c23)CN(CC(=O)NC)C(=O)c2ccc(Cl)cc21,0.0964,0.0906,0.103,1.14,2.1,Quant
MIK-ENA-5d9157e9-5,C[C@@]1(C(=O)Nc2cncc3c2CCCC3)CNS(=O)(=O)c2ccc(Cl)cc21,0.214,0.206,0.222,1.08,2.1,Quant
MIK-ENA-5d9157e9-6,C[C@]1(C(=O)Nc2cncc3c2CCCC3)CNS(=O)(=O)c2ccc(Cl)cc21,3.72,3.60,3.85,1.03,1.1,Quant
MIK-UNK-122557fa-1,CNC(=O)CN1Cc2ccc(Cl)cc2[C@]2(CCN(c3cncc4c3CCCC4)C2=O)C1,> 99.5,,,1.23,2.1,Weak
MIK-UNK-1619f2e2-1,CNC(=O)CN1Cc2ccc(Cl)cc2[C@@]2(CCN(c3cncc4c3CCCC4)C2=O)C1,0.235,0.226,0.245,1.06,2.1,Quant
MIK-UNK-58cd43d0-1,[H][C@]1(C(=O)Nc2cncc3c2CCCC3)CNS(=O)(=O)c2ccc(Cl)cc21,0.723,0.690,0.758,1.04,1.1,Quant
MIK-UNK-78dbf1b8-1,[H][C@@]1(C(=O)Nc2cncc3c2CCCC3)CNS(=O)(=O)c2ccc(Cl)cc21,0.205,0.199,0.211,0.993,2.1,Quant
PAU-WEI-5b8d5051-1,C=CC(=O)N(c1ccc(C(C)(C)C)cc1)[C@H](C(=O)NCCc1cccc(F)c1)c1cccnc1 |o1:15|,2.86,2.67,3.05,1.22,1.1,Quant
PEI-IMP-3d837503-1,CCOC(=O)/C=C/N1CCN(S(=O)(=O)c2ccccc2)CC1,30.0,26.7,33.6,1.14,2.1,Quant
PEI-IMP-3d837503-2,C=CC(=O)N1CCN(S(=O)(=O)c2ccccc2)CC1,> 99.5,,,,,Weak
PEI-IMP-3d837503-3,C=CS(=O)(=O)N1CCN(S(=O)(=O)c2ccccc2)CC1,> 99.5,,,0.821,2.3,Weak
PEI-IMP-668afc53-1,COc1ccc(-c2ccccc2S(=O)(=O)N2CCN(C(=O)CCl)CC2)cc1,0.551,0.500,0.608,1.5,1.1,Quant
PEI-IMP-668afc53-2,COc1ccc(-c2ccsc2S(=O)(=O)N2CCN(C(=O)CCl)CC2)cc1,1.05,0.976,1.13,1.57,1.1,Quant
PET-UNK-1901c25b-1,CN(C)c1ccc(N(Cc2ccsc2)C(=O)Cc2cncc3ccccc23)cc1,0.285,0.167,0.484,0.803,2.3,Quant
PET-UNK-29afea89-2,CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,0.0874,0.0811,0.0943,1.09,1.1,Quant
PET-UNK-2c6614b6-5,[H][C@@]1(C(=O)Nc2cncc3cc(F)ccc23)CCS(=O)(=O)c2ccc(Cl)cc21,0.294,0.250,0.347,0.931,1.1,Quant
PET-UNK-372a2f82-1,Cl.O=C(Cc1cc(Cl)cc(Cc2ccn[nH]2)c1)Nc1cncc2ccccc12,5.04,4.35,5.85,1.2,1.1,Quant
PET-UNK-3c72d439-1,O=C(Cc1cc(Cl)ccn1)Nc1cncc2ccccc12,3.40,3.15,3.67,1.08,1.1,Quant
PET-UNK-6314f867-2,"ClC1=CC=CC(CC(=O)NC2=CN=CC3=CC(=CC=C23)C#N)=C1 |c:3,12,16,23,t:1,10,14,18|",9.00,7.26,11.1,0.918,1.1,Quant
PET-UNK-7374c256-2,CN(C)c1ccc(N(Cc2ccn[nH]2)C(=O)Cn2nnc3ccccc32)cc1,15.9,9.15,27.7,0.784,1.3,Quant
PET-UNK-752bebd6-1,COc1ccccc1OCCNC(=O)c1cc(=O)ccn1C,> 99.5,,,0.997,3.0,Weak
PET-UNK-7fb4f80a-1,CS(=O)(=O)Oc1ccc2c(NC(=O)Cc3cccc(Cl)c3)cncc2c1,1.60,1.42,1.80,1.02,1.1,Quant
PET-UNK-7fb4f80a-2,CS(=O)(=O)Oc1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,2.67,2.48,2.88,1.08,1.1,Quant
PET-UNK-8922bd3c-1,O=C(Cc1cncc2ccccc12)Nc1cccc(Cl)c1,6.47,5.80,7.22,1.11,1.1,Quant
PET-UNK-8df914d1-2,O=C(Cc1cccc(Cl)c1)Nc1cnc2ccccn12,8.03,7.15,9.02,1.31,1.1,Quant
PET-UNK-8df914d1-4,Cn1cncc1NC(=O)Cc1cccc(Cl)c1,93.9,82.1,107,1.34,2.1,Quant
PET-UNK-ac320b15-10,"O=C(Nc1cncc2ccccc12)[C@@H](NC(=O)[C@H]1CC[C@@H](C(=O)N2CCCC2)O1)c1cccc(Cl)c1 |o1:13,o2:17,20|",6.16,5.72,6.63,1.06,1.1,Quant
PET-UNK-ac320b15-9,"O=C(N[C@@H](C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1)[C@H]1CC[C@@H](C(=O)N2CCCC2)O1 |o1:3,o2:24,27|",12.0,10.9,13.3,1.22,1.1,Quant
PET-UNK-af70882d-1,[H][C@@]1(C(=O)Nc2cncc3ccccc23)CN(S(=O)(=O)CC(C)(C)C#N)Cc2ccc(Cl)cc21,0.0969,0.0835,0.113,1.0,1.1,Quant
PET-UNK-b1ef24dc-1,O=C(Cc1cccc(Cl)c1)Nc1cncc2cnoc12,23.9,20.6,27.8,1.27,2.1,Quant
PET-UNK-b1ef24dc-3,O=C(Cc1cccc(Cl)c1)Nc1cncc2oncc12,50.6,47.4,54.1,3.06,2.1,Quant
PET-UNK-b38839dc-1,"COC1=CC2=C(NC(=O)CC3=CC=CC(Cl)=C3)C=NC=C2C=C1F |c:4,12,15,18,20,23,t:2,10|",1.14,1.00,1.29,1.15,1.1,Quant
PET-UNK-bb7ffe78-1,CCc1cc(Cl)cc(CC(=O)Nc2cncc3ccccc23)c1,1.80,1.29,2.51,0.7,1.1,Quant
PET-UNK-bb7ffe78-2,O=C(Cc1cc(Cl)cc(OC(F)(F)F)c1)Nc1cncc2ccccc12,1.55,1.24,1.94,0.58,1.1,Quant
PET-UNK-bb7ffe78-3,CCCc1cc(Cl)cc(CC(=O)Nc2cncc3ccccc23)c1,2.65,1.27,5.54,0.354,2.3,Quant
PET-UNK-bbe8d7ff-2,Cc1ccncc1N(CC#N)C(=O)Cc1cccc(Cl)c1,> 99.5,,,1.3,3.0,Weak
PET-UNK-c9c1e0d8-2,C#Cc1cccc(CC(=O)Nc2cncc3ccccc23)c1,9.38,8.04,11.0,1.16,1.1,Quant
PET-UNK-d899bab6-1,CN(C)c1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,0.729,0.679,0.783,1.24,1.1,Quant
PET-UNK-dd44aeb6-1,O=C(Cc1cc(Cl)ccc1F)Nc1cncc2ccccc12,0.707,0.641,0.780,0.972,1.1,Quant
PET-UNK-dd44aeb6-2,O=C(Cc1cc(Cl)ccc1Cl)Nc1cncc2ccccc12,1.02,0.723,1.44,0.699,1.1,Quant
PET-UNK-e274cad4-6,Cn1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c21,1.45,1.29,1.62,1.13,1.1,Quant
PET-UNK-e44ffd04-1,O=C(Cc1cccc(Cl)c1)Nc1nnc2ccccn12,> 99.5,,,0.818,2.3,Weak
RAL-THA-1d44ff04-8,O=C(Cc1cc(Cl)cc(-c2nnc[nH]2)c1)Nc1cncc2ccccc12,5.30,4.84,5.80,0.974,1.1,Quant
RAL-THA-2d450e86-1,O=C(Cc1ccccc1)Nc1cncc2ccccc12,14.0,12.6,15.6,1.22,1.1,Quant
RAL-THA-2d450e86-10,O=C(Cc1cccc(F)c1)Nc1cncc2ccccc12,1.85,1.66,2.07,1.07,1.1,Quant
RAL-THA-2d450e86-11,COc1cccc(CC(=O)Nc2cncc3ccccc23)c1,30.5,28.2,32.9,1.01,2.1,Quant
RAL-THA-2d450e86-12,N#Cc1cccc(CC(=O)Nc2cncc3ccccc23)c1,1.83,1.68,1.99,0.983,1.1,Quant
RAL-THA-2d450e86-13,Cc1cccc(CC(=O)Nc2cncc3ccccc23)c1,4.80,4.28,5.39,1.01,1.1,Quant
RAL-THA-2d450e86-14,O=C(Cc1cc(F)cc(Cl)c1)Nc1cncc2ccccc12,0.398,0.359,0.442,1.05,1.1,Quant
RAL-THA-2d450e86-16,O=C(Cc1cc(F)cc(F)c1)Nc1cncc2ccccc12,0.569,0.519,0.625,0.996,1.1,Quant
RAL-THA-2d450e86-17,N#Cc1cc(Cl)cc(CC(=O)Nc2cncc3ccccc23)c1,0.430,0.387,0.478,1.03,1.1,Quant
RAL-THA-2d450e86-19,O=C(Cc1cccc(Cl)c1F)Nc1cncc2ccccc12,23.6,14.1,39.4,0.497,2.3,Quant
RAL-THA-2d450e86-2,O=C(Cc1ccc(Cl)cc1)Nc1cncc2ccccc12,23.7,12.5,44.8,0.422,2.3,Quant
RAL-THA-2d450e86-23,O=C(Cc1cccc(F)c1F)Nc1cncc2ccccc12,13.2,10.3,16.8,0.889,2.1,Quant
RAL-THA-2d450e86-26,O=C(Cc1cc(F)ccc1F)Nc1cncc2ccccc12,1.71,1.56,1.89,1.02,1.1,Quant
RAL-THA-2d450e86-3,Cc1ccc(CC(=O)Nc2cncc3ccccc23)cc1,58.4,36.2,94.1,0.547,2.3,Quant
RAL-THA-2d450e86-30,O=C(Cc1cncc(Cl)c1)Nc1cncc2ccccc12,0.998,0.915,1.09,1.02,1.1,Quant
RAL-THA-2d450e86-31,O=C(Cc1cccc(C(F)(F)F)c1)Nc1cncc2ccccc12,6.94,5.17,9.32,0.763,2.1,Quant
RAL-THA-2d450e86-32,O=C(Cc1ccc(C(F)(F)F)cc1)Nc1cncc2ccccc12,24.8,15.7,39.3,0.392,2.3,Quant
RAL-THA-2d450e86-33,O=C(Cc1ccc(Cl)cn1)Nc1cncc2ccccc12,12.2,10.9,13.7,0.994,1.1,Quant
RAL-THA-2d450e86-34,O=C(Cc1ccncc1Cl)Nc1cncc2ccccc12,52.6,39.5,70.0,0.889,2.3,Quant
RAL-THA-2d450e86-36,O=C(Cc1ccccc1Cl)Nc1cncc2ccccc12,> 99.5,,,0.488,2.3,Weak
RAL-THA-2d450e86-37,O=C(Cc1ccccc1F)Nc1cncc2ccccc12,24.7,19.9,30.8,0.731,2.1,Quant
RAL-THA-2d450e86-38,Cc1ccccc1CC(=O)Nc1cncc2ccccc12,29.5,22.8,38.2,0.748,2.1,Quant
RAL-THA-2d450e86-39,COc1ccccc1CC(=O)Nc1cncc2ccccc12,35.0,28.4,43.0,1.05,2.1,Quant
RAL-THA-2d450e86-4,COc1ccc(CC(=O)Nc2cncc3ccccc23)cc1,72.5,60.7,86.7,1.02,2.1,Quant
RAL-THA-2d450e86-5,N#Cc1ccc(CC(=O)Nc2cncc3ccccc23)cc1,> 99.5,,,0.668,2.3,Weak
RAL-THA-2d450e86-6,O=C(Cc1ccc(F)c(Cl)c1)Nc1cncc2ccccc12,0.353,0.330,0.378,1.06,1.1,Quant
RAL-THA-2d450e86-7,O=C(Cc1ccc(F)cc1)Nc1cncc2ccccc12,4.97,4.37,5.65,0.95,1.1,Quant
RAL-THA-2d450e86-8,Cc1ccc(CC(=O)Nc2cncc3ccccc23)cc1Cl,1.09,0.699,1.71,0.517,1.3,Quant
RAL-THA-2d450e86-9,O=C(Cc1ccc(Cl)c(F)c1)Nc1cncc2ccccc12,2.03,1.45,2.84,0.617,1.1,Quant
RAL-THA-6b94ceba-1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ncc[nH]2)c1,> 99.5,,,1.96,2.1,Weak
RAL-THA-6b94ceba-12,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(CNS(C)(=O)=O)c1,16.6,11.9,23.1,1.17,2.3,Quant
RAL-THA-6b94ceba-13,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(S(N)(=O)=O)c1,14.6,13.3,16.1,1.12,1.1,Quant
RAL-THA-6b94ceba-2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ncn[nH]2)c1,37.0,33.6,40.9,1.17,2.1,Quant
RAL-THA-6b94ceba-5,CC(=O)NCc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,41.3,25.7,66.5,0.973,2.3,Quant
RAL-THA-6b94ceba-7,CNC(=O)c1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,57.3,53.5,61.2,1.26,2.1,Quant
RAL-THA-6b94ceba-9,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(-c2ncc[nH]2)c1,> 99.5,,,1.19,2.1,Weak
RED-RED-10c9212c-1,Cc1nc(C2CCN(C(=O)c3ccc(Br)cc3)CC2)n[nH]1,> 99.5,,,,,Weak
RED-RED-10c9212c-10,CCc1n[nH]c(=O)c(-c2nc(-c3c[nH]c4ncccc34)cs2)c1CC,> 99.5,,,0.794,3.0,Weak
RED-RED-10c9212c-11,O=C(NCCCc1nc(=O)[nH][nH]1)C1(c2ccc(F)cc2F)CCC1,> 99.5,,,,,Weak
RED-RED-10c9212c-12,O=C(O)c1ccc(CNCc2c[nH]nc2-c2cccs2)cc1,> 99.5,,,,,Weak
RED-RED-10c9212c-13,O=CN1CCC(OC(=O)c2c[nH]nc2-c2ccc(Cl)cc2)CC1,> 99.5,,,,,Weak
RED-RED-10c9212c-14,Cc1[nH]c2ccccc2c1C(=O)CSc1nc2cc(Cl)cnc2[nH]1,> 99.5,,,0.407,2.3,Weak
RED-RED-10c9212c-15,O=C(NCc1ccc2[nH]c(=O)[nH]c2c1)Nc1ccc(F)c(F)c1,> 99.5,,,0.803,4.0,Weak
RED-RED-10c9212c-16,Clc1scc(CN2CCC(c3ccn[nH]3)CC2)c1Cl,> 99.5,,,,,Weak
RED-RED-10c9212c-17,O=C(Cn1ccc(=O)[nH]c1=O)OCc1ccc(-c2ccccc2)cc1,> 99.5,,,5.06,3.0,Weak
RED-RED-10c9212c-18,O=C(c1cc(F)cc(F)c1)N1CCOc2cc(O)ccc2C1,> 99.5,,,-0.662,4.0,Weak
RED-RED-10c9212c-19,O=C(CCc1nc2ccccc2[nH]1)N1CCC(CCc2ccccc2)CC1,> 99.5,,,,,Weak
RED-RED-10c9212c-2,NC(=O)CN1CCCN(C(=O)CCSc2ccc(F)cc2)CC1,> 99.5,,,,,Weak
RED-RED-10c9212c-20,Cc1ccc(-c2ccc(C(=O)N3CC[C@H](N)C3)c(F)c2)cc1,> 99.5,,,,,Weak
RED-RED-10c9212c-21,Cc1c(Cl)cc(S(=O)(=O)N2CC=C(c3c[nH]c4ncccc34)CC2)cc1[N+](=O)[O-],> 99.5,,,0.734,2.3,Weak
RED-RED-10c9212c-22,Cc1ccc(-n2c(C)c(C)n3c4c(=O)n(CCCO)c(=O)n(C)c4nc23)cc1Cl,> 99.5,,,,,Weak
RED-RED-10c9212c-23,C1=C(c2c[nH]c3ccccc23)CCN(Cc2ccno2)C1,> 99.5,,,,,Weak
RED-RED-10c9212c-24,Cc1cccc(CN2CCN(c3nc4ccccc4nc3C)CC2)c1,> 99.5,,,,,Weak
RED-RED-10c9212c-25,O=c1[nH]c2ccc(NC(=S)Nc3ccccc3Cl)cc2[nH]1,> 99.5,,,,,Weak
RED-RED-10c9212c-26,O=C(OCC(=O)N1CCC(Cc2ccccc2)CC1)c1cc(=O)[nH]c(=O)[nH]1,> 99.5,,,2.6,3.0,Weak
RED-RED-10c9212c-27,O=C(NCCc1nnc2n1CCC2)c1cc(O)nc2ccccc12,> 99.5,,,3.61,4.0,Weak
RED-RED-10c9212c-28,Cc1nc(-c2cccc(NCc3ccccc3C)c2)n[nH]1,> 99.5,,,,,Weak
RED-RED-10c9212c-29,O=c1[nH]c(-c2nnc[nH]2)nc2cc(-c3ccccc3Cl)sc12,> 99.5,,,0.74,2.3,Weak
RED-RED-10c9212c-3,Cc1sc2ncnc(N3CCc4c(ncn4C4CC4)C3)c2c1C,> 99.5,,,,,Weak
RED-RED-10c9212c-30,COc1ccc([N+](=O)[O-])cc1COC(=O)c1cnc2ccccc2n1,> 99.5,,,0.701,3.0,Weak
RED-RED-10c9212c-31,CC=CC=CC(=O)N1CC=C(c2c[nH]c3ncccc23)CC1,> 99.5,,,,,Weak
RED-RED-10c9212c-4,O=C(Nc1ccc(-c2nnc[nH]2)cc1)c1cccc(F)c1F,> 99.5,,,,,Weak
RED-RED-10c9212c-5,O=C(Nc1cccnc1)N1CCC(CN2CCc3ccccc32)CC1,> 99.5,,,1.51,3.0,Weak
RED-RED-10c9212c-6,O=c1[nH]c2ccc(-c3csc(NCc4ccc(F)cc4)n3)cc2o1,> 99.5,,,,,Weak
RED-RED-10c9212c-7,Cc1c(Cl)cccc1S(=O)(=O)N(Cc1ccc(F)cc1)c1ccc2[nH]c(=O)[nH]c2c1,> 99.5,,,,,Weak
