suspected_SMILES,Canonical_PostEra_ID,IC50_(µM),IC50_CI_(Lower)_(µM),IC50_CI_(Upper)_(µM),Hill_slope,Curve_class
CN(C)c1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,PET-UNK-d899bab6-1,0.729,0.679,0.783,1.24,1.1
Cc1cc(N)ncc1NC(=O)C1CCOc2ccc(Cl)cc21,MAT-POS-1f3c8e6f-1,> 99.5,,,1.88,2.3
CC(NC(=O)c1ccc2oc(S)nc2c1)c1nnc2ccccn12,WIL-UNI-d4749f31-45,> 99.5,,,6.77,3.0
Cc1nn(C)c2nc(Cl)cc(NNC(=O)c3ccnc4nn[nH]c34)c12,WIL-UNI-d4749f31-43,> 99.5,,,-0.0845,4.0
Cc1nc2cc(C(=O)NNc3nc4ccncc4s3)ccc2o1,WIL-UNI-d4749f31-42,> 99.5,,,1.81,4.0
CC(CNC(=O)c1cnc2ccccn12)Nc1nc2ccccc2o1,WIL-UNI-d4749f31-41,> 99.5,,,-8.25,4.0
Cc1nn2c(CNc3ccc(Cn4cncn4)cc3)c(C)nc2s1,WIL-UNI-d4749f31-40,> 99.5,,,,
Cn1c(NC(=O)c2cccnc2-n2cccn2)nc2cc(F)ccc21,WIL-UNI-d4749f31-39,> 99.5,,,0.488,3.0
O=C(Nc1cccc2cc[nH]c12)c1cccc2[nH]c(=O)oc12,WIL-UNI-d4749f31-38,> 99.5,,,-1.37,4.0
O=C(NNc1nc2ccccc2[nH]1)c1cc(O)nc2ccccc12,WIL-UNI-d4749f31-37,25.8,24.3,27.4,1.12,2.1
Cc1csc2ncc(C(=O)Nc3cccc4ncccc34)c(=O)n12,WIL-UNI-d4749f31-36,> 99.5,,,1.5,2.3
CC(Cc1nc2ccccc2s1)Nc1ccc2nnnn2n1,WIL-UNI-d4749f31-35,> 99.5,,,-0.912,4.0
CN(Cc1nc2ccccc2s1)C(=O)c1ccc2c(c1)nnn2C,WIL-UNI-d4749f31-34,> 99.5,,,-4.49,4.0
Cc1nc2sccn2c1CN(C)C(=O)c1cn2ccccc2n1,WIL-UNI-d4749f31-33,> 99.5,,,1.57,4.0
Cc1noc2ncc(CNc3ccc(-c4nnnn4C)cc3)cc12,WIL-UNI-d4749f31-30,> 99.5,,,0.38,4.0
CC(NC(=O)c1nccc2cccnc12)c1ccc2[nH]c(=O)oc2c1,WIL-UNI-d4749f31-29,> 99.5,,,0.255,4.0
CC(NC(=O)c1c(Cl)nc2ccccn12)c1nnc2ccccn12,WIL-UNI-d4749f31-28,> 99.5,,,-0.465,4.0
Cn1c(=O)oc2cc(S(=O)(=O)Nc3ccc4ncccc4c3)ccc21,WIL-UNI-d4749f31-27,> 99.5,,,,
Cn1cnnc1-c1cccc(NS(=O)(=O)c2c(Cl)nc3sccn23)c1,WIL-UNI-d4749f31-26,> 99.5,,,,
c1ccc2oc(C3CCCN(Cc4cnc5cnccn45)C3)nc2c1,WIL-UNI-d4749f31-25,> 99.5,,,,
Cc1ccc(C(=O)Nc2c(-c3cnn(C)c3)nc3ccccn23)cn1,WIL-UNI-d4749f31-24,> 99.5,,,0.215,4.0
O=C(Nc1cnc2nccn2c1)c1cn2c(Br)cnc2s1,WIL-UNI-d4749f31-22,> 99.5,,,1.43,4.0
Cc1cccc2ncnc(NC(C)c3ccc4[nH]c(=O)[nH]c4c3)c12,WIL-UNI-d4749f31-20,> 99.5,,,0.841,4.0
Cc1cc(O)c2cc(NC(=O)c3cnn4ccc(C)nc34)ccc2n1,WIL-UNI-d4749f31-19,> 99.5,,,0.381,2.3
O=C(NNc1ccnc2ccccc12)c1ccc2ncccc2c1,WIL-UNI-d4749f31-18,> 99.5,,,0.283,2.3
Cn1c(NC(=O)Cc2csc3nccn23)nc2ccc(F)cc21,WIL-UNI-d4749f31-17,> 99.5,,,,
Cn1ccn2c(CNC(=O)c3ccc4ncsc4c3)nnc2c1=O,WIL-UNI-d4749f31-16,> 99.5,,,,
Cc1cc(C(=O)Nc2cnc3nccn3c2)nn1-c1ccc(F)cc1,WIL-UNI-d4749f31-15,> 99.5,,,,
O=C(NNc1cc(O)nc2ncccc12)c1ccc2[nH]ccc2c1,WIL-UNI-d4749f31-14,> 99.5,,,0.915,2.1
Cc1ccc(Br)nc1C(=O)NC(C)c1nnc2c(=O)[nH]ccn12,WIL-UNI-d4749f31-12,> 99.5,,,,
N#CCc1cccc(NC(=O)c2cnn3cc(Br)cnc23)n1,WIL-UNI-d4749f31-11,> 99.5,,,-0.891,4.0
Cc1cn2c(CNC(=O)c3cnn4ccccc34)c(C)nc2s1,WIL-UNI-d4749f31-10,> 99.5,,,0.773,4.0
O=C(Nc1nn2cnnc2s1)c1csc(-c2ccccc2)n1,WIL-UNI-d4749f31-9,> 99.5,,,,
Cc1cc(N2CCC(C)N(Cc3ccccc3)CC2)n2ncnc2n1,WIL-UNI-d4749f31-8,> 99.5,,,-1.23,4.0
CN(Cc1nnc2ccccn12)C(=O)c1ccnc2ccccc12,WIL-UNI-d4749f31-7,> 99.5,,,,
Cc1nnc(CNc2ccc3nnc(-c4ccccc4)n3n2)o1,WIL-UNI-d4749f31-5,> 99.5,,,,
O=C(Cc1c[nH]c2cc(Cl)ccc12)Nc1cccc2[nH]c(=O)[nH]c12,WIL-UNI-d4749f31-4,> 99.5,,,1.41,2.3
Cc1cn2ccc(C(=O)Nc3nc(-c4cnn(C)c4)cs3)cc2n1,WIL-UNI-d4749f31-3,> 99.5,,,,
O=C(Nc1ccc2c(O)ccnc2c1)c1ccc2ccncc2c1,WIL-UNI-d4749f31-2,> 99.5,,,0.453,2.3
Cc1ccc(NCc2nnc3n(C)c(=O)c4ccccc4n23)cc1C,WIL-UNI-d4749f31-1,> 99.5,,,-0.315,4.0
[H][C@@]1(C(=O)Nc2cncc3ccccc23)CN(S(=O)(=O)CC(C)(C)C#N)Cc2ccc(Cl)cc21,PET-UNK-af70882d-1,0.141,0.107,0.187,1.24,1.1
[H][C@@]1(C(=O)Nc2cncc3ccccc23)CN(S(=O)(=O)CC(C)(C)C#N)Cc2ccc(Cl)cc21,PET-UNK-af70882d-1,0.0969,0.0835,0.113,1.0,1.1
[H][C@@]1(C(=O)Nc2cncc3ccccc23)CN(S(=O)(=O)CC(C)(C)C#N)Cc2ccc(Cl)cc21,PET-UNK-af70882d-1,0.0550,0.0519,0.0583,0.93,2.1
O=C(Nc1cnc2ccccn12)C1CCNc2cc(Cl)c(Cl)cc21,MAT-POS-500f4700-2,1.98,1.60,2.45,1.17,1.1
Cc1ccnc(NC(=O)C2CCOc3ccc(Cl)cc32)c1N,MAT-POS-500f4700-1,71.6,53.8,95.2,1.59,2.3
N#CC1CN(S(=O)(=O)NCc2ccc(Cl)cc2CC(=O)Nc2cncc3ccccc23)C1,ALP-POS-d054b76b-5,0.231,0.216,0.246,1.12,2.1
CS(=O)(=O)NCc1ccc(Cl)cc1CC(=O)Nc1cncc2ccccc12,ALP-POS-6479a3a9-2,0.376,0.303,0.467,0.921,1.1
"ClC1=CC=C(CNS(=O)(=O)CC2(CC2)C#N)C(CC(=O)NC2=CN=CC3=CC=CC=C23)=C1 |c:24,28,33,t:1,3,22,26,30|",ALP-POS-6479a3a9-1,0.133,0.119,0.148,1.03,2.1
Cc1cc(NC(=O)C2CCOc3ccc(Cl)cc32)ncc1N,TAT-ENA-0e28ea53-1,> 99.5,,,1.06,2.3
O=C(Cc1cccc(Cl)c1)Nc1cncn1-c1ccccc1,BEN-DND-1e24cf73-1,> 99.5,,,1.41,2.3
"COC1=CC2=C(NC(=O)CC3=CC=CC(Cl)=C3)C=NC=C2C=C1F |c:4,12,15,18,20,23,t:2,10|",PET-UNK-b38839dc-1,1.14,1.00,1.29,1.15,1.1
O=C(Cc1cccc(Cl)c1)Nc1cnc2n1CCCC2,EDJ-MED-6e43a462-11,93.8,73.8,119,1.67,2.3
COc1cccc2ncc(NC(=O)Cc3cccc(Cl)c3)n12,EDJ-MED-6e43a462-3,> 99.5,,,,
COc1ccc2ncc(NC(=O)Cc3cccc(Cl)c3)n2c1,EDJ-MED-6e43a462-2,15.9,13.4,18.8,1.2,1.1
COc1ccn2c(NC(=O)Cc3cccc(Cl)c3)cnc2c1,EDJ-MED-6e43a462-1,> 99.5,,,1.15,2.3
Cc1ccnc(N)c1NC(=O)C1CCOc2ccc(Cl)cc21,MAT-POS-b5c94171-1,69.5,58.1,83.2,1.13,2.1
CC1(C(=O)Nc2cncc3ccccc23)CNC(=O)c2ccc(Cl)cc21,RAL-THA-176e263b-4,0.876,0.760,1.01,1.26,1.1
CCC1(C(=O)Nc2cncc3ccccc23)CNC(=O)c2ccc(Cl)cc21,RAL-THA-176e263b-1,1.18,1.06,1.31,1.19,1.1
CC1(C(=O)Nc2cncc3ccc(S(C)(=O)=O)cc23)CNC(=O)c2ccc(Cl)cc21,MAT-POS-edabd372-2,6.62,5.55,7.90,1.22,1.1
CC1NC(=O)c2ccc(Cl)cc2C1C(=O)Nc1cncc2ccc(S(C)(=O)=O)cc12,MAT-POS-edabd372-1,1.99,1.79,2.21,1.01,1.1
O=C(Nc1cnc2ccccn12)C1CCOc2ccc(Cl)cc21,MAT-POS-51833a24-1,3.26,2.89,3.67,1.1,1.1
Cn1ncc(NC(=O)C2CCOc3ccc(Cl)cc32)c1C(F)F,MAT-POS-a2421bb6-4,> 99.5,,,1.16,2.1
CNC1CCc2c(NC(=O)C3CCOc4ccc(Cl)cc43)cncc21,MAT-POS-a2421bb6-2,> 99.5,,,,
NC1CCc2c(NC(=O)C3CCOc4ccc(Cl)cc43)cncc21,MAT-POS-a2421bb6-1,25.8,24.0,27.7,1.58,2.1
O=C1Cc2ccccc2N(C(=O)Cc2cccc(Cl)c2)C1,ROB-CAM-6936528f-1,> 99.5,,,1.4,2.3
O=C1NCC(C(=O)Nc2cnc3ccccn23)c2cc(Cl)ccc21,EDJ-MED-827e7cb4-7,5.93,5.32,6.60,1.14,1.1
CCC1(C(=O)Nc2cncc3ccc(S(C)(=O)=O)cc23)CNC(=O)c2ccc(Cl)cc21,EDJ-MED-827e7cb4-6,1.45,1.32,1.60,1.13,1.1
CS(=O)(=O)c1ccc2cncc(NC(=O)C3CNC(=O)c4c(F)cc(F)cc43)c2c1,EDJ-MED-827e7cb4-4,3.60,2.98,4.36,1.15,1.1
CS(=O)(=O)c1ccc2cncc(NC(=O)C3CNC(=O)c4ccc(Cl)cc43)c2c1,EDJ-MED-827e7cb4-1,2.74,2.28,3.30,1.1,1.1
O=C1CN(C(=O)Cc2cccc(Cl)c2)Cc2ccccc21,EDJ-MED-c292668a-1,> 99.5,,,0.841,3.0
"O=C(Nc1cncc2ccccc12)C(NC(=O)[C@H]1CC[C@@H](C(=O)N2CCCC2)O1)c1cccc(Cl)c1 |o1:17,20|",MAT-POS-8293a91a-7,19.4,14.9,25.2,1.44,1.1
"O=C(Nc1cncc2ccccc12)C(NC(=O)[C@@H]1CC[C@@H](C(=O)N2CCCC2)O1)c1cccc(Cl)c1 |o1:17,20|",MAT-POS-8293a91a-6,4.48,3.04,6.61,1.14,1.1
[H][C@@]1(C(=O)Nc2cncc3ccccc23)CN(CC(=O)NC)Cc2ccc(Cl)cc21,MAT-POS-8293a91a-5,0.179,0.157,0.204,1.2,1.1
[H][C@@]1(C(=O)Nc2cncc3ccccc23)CN(CC(=O)NC)Cc2ccc(Cl)cc21,MAT-POS-8293a91a-5,0.0913,0.0872,0.0956,1.05,1.1
[H][C@@]1(C(=O)Nc2cncc3ccccc23)CN(CC(=O)NC)Cc2ccc(Cl)cc21,MAT-POS-8293a91a-5,0.104,0.0901,0.120,1.33,1.1
[H][C@@]1(C(=O)Nc2cncc3ccccc23)CN(CC(=O)NC)Cc2ccc(Cl)cc21,MAT-POS-8293a91a-5,0.0727,0.0658,0.0803,0.983,2.1
[H][C@]1(C(=O)Nc2cncc3ccccc23)CN(CC(=O)NC)Cc2ccc(Cl)cc21,MAT-POS-8293a91a-4,10.6,9.12,12.3,0.997,1.1
O=C(Nc1cncc2ccc(C(F)(F)F)cc12)C1CCOc2ccc(Cl)cc21,MAT-POS-8293a91a-3,> 99.5,,,,
"O=C(Nc1cncc2ccccc12)C(NC(=O)[C@H]1CC[C@H](C(=O)N2CCCC2)O1)c1cccc(Cl)c1 |o1:17,20|",MAT-POS-8293a91a-2,2.38,1.64,3.43,1.25,1.1
Cc1cc(O)ncc1NC(=O)C1CCOc2ccc(Cl)cc21,MAT-POS-8293a91a-1,> 99.5,,,0.388,2.3
"CNC(=O)CN1CC(C(=O)NC2=CN=CC3=CC=C(C=C23)S(C)(=O)=O)C2=CC(Cl)=CC=C2C1=O |c:13,17,30,32,t:11,15,19,27|",EDJ-MED-ce467fd5-1,0.330,0.287,0.379,1.13,1.1
"FC1=CC(F)=C2C(=O)NCC(C(=O)NC3=CN=CC4=CC=CC=C34)C2=C1 |c:16,20,27,t:1,4,14,18,22|",ALP-POS-f1807566-1,1.73,1.38,2.18,1.05,1.1
COc1ccc(CNCC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cc1OCC(N)=O.Cl,MAT-POS-a3f7f96a-9,11.5,10.1,13.2,1.63,1.1
Cl.O=C1COc2ncc(CNCC3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)cc2N1,MAT-POS-a3f7f96a-8,9.47,8.97,10.0,1.37,1.1
Cl.O=C(Nc1cncc2ccccc12)C1(CNCc2cnn(C3CCS(=O)(=O)C3)c2)CCOc2ccc(Cl)cc21,MAT-POS-a3f7f96a-7,11.7,9.89,13.8,1.24,1.1
CC1(n2cc(CNCC3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)cn2)CCS(=O)(=O)C1.Cl,MAT-POS-a3f7f96a-6,24.4,22.7,26.2,1.36,1.1
COC(=O)c1cc(C=c2sc(=C(C#N)C#N)n(-c3cccc(C(F)(F)F)c3)c2=O)oc1C,MAT-POS-a3f7f96a-5,> 99.5,,,,
CC(C(=O)NS(=O)(=O)c1cnn(-c2cccc(C(F)(F)F)c2)c1)n1cnc(C#N)n1,MAT-POS-a3f7f96a-4,> 99.5,,,,
COC(=O)c1cc(C=c2sc(=C(C#N)C(=O)NC(C)C)n(-c3ccc(OC)c(F)c3)c2=O)oc1C,MAT-POS-a3f7f96a-3,> 99.5,,,,
O=C(Nc1cncc2ccccc12)C12CCC(O1)c1cc(Cl)ccc12,MAT-POS-a3f7f96a-1,2.39,2.23,2.57,1.07,1.1
O=C(NC(c1ccccc1)c1ccccc1)[C@@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-9cdc9f7f-1,0.635,0.586,0.689,1.58,1.1
O=C(NC(c1ccccc1)c1ccccc1)[C@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-f396e45b-1,0.832,0.712,0.974,1.62,1.1
O=C(NC1CCCCC1)[C@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-7eba3d41-1,1.14,1.02,1.28,1.49,1.1
O=C(Nc1ccccc1)[C@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-e5161b06-1,0.386,0.339,0.440,1.55,1.1
"ClCC(=O)N1CCN([C@@H](C1)C(=O)NC1=CC=CC=C1)S(=O)(=O)C1=CSC=C1 |c:16,18,27,t:14,24|",DAN-MCD-68a9aade-1,0.716,0.661,0.776,1.59,1.1
O=C(NCc1ccccc1)[C@@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-b3a5626f-1,0.501,0.458,0.549,1.59,1.1
O=C(Nc1ccccn1)[C@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-0fb4364c-1,4.77,4.30,5.29,1.38,1.1
O=C(NCc1ccccc1)[C@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-9b81d1fa-1,0.621,0.550,0.701,1.65,1.1
O=C(NCc1ccccn1)[C@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-52f1549c-1,0.307,0.285,0.331,1.37,1.1
O=C(NCc1ccccn1)[C@@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-8aee1169-1,0.542,0.520,0.565,1.55,1.1
O=C(NCCc1ccccc1)[C@@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-9950a804-1,1.28,1.15,1.42,1.39,1.1
O=C(NCCc1ccccc1)[C@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-1a622181-1,2.43,1.95,3.02,1.68,1.1
Cc1ccc(S(=O)(=O)N2CCN(C(=O)CCl)C[C@H]2C(=O)NC2CCCCC2)cc1,DAN-MCD-881986d8-1,4.48,3.46,5.81,1.95,1.1
Cc1ccc(S(=O)(=O)N2CCN(C(=O)CCl)C[C@H]2C(=O)NCCc2ccccc2)cc1,DAN-MCD-34fd4f29-1,11.8,9.17,15.3,1.89,1.1
Cc1ccc(S(=O)(=O)N2CCN(C(=O)CCl)C[C@H]2C(=O)NCc2ccccc2)cc1,DAN-MCD-1c3944e2-1,3.65,2.89,4.62,1.43,1.1
O=C(Nc1cncc2ccccc12)c1ccnc2cc(Cl)c(Cl)cc12,MAT-POS-d8472c4f-4,28.1,23.6,33.5,0.811,2.1
COC(=O)[C@H]1CC[C@@H](CNC(C(=O)Nc2cncc3ccccc23)c2cccc(Cl)c2)O1,MAT-POS-d8472c4f-2,1.72,1.56,1.88,0.97,1.1
O=C1N(c2cncc3ccccc23)CCC1(O)c1cccc(Cl)c1,MAT-POS-d8472c4f-1,2.12,1.78,2.53,0.907,1.1
"O=C(Nc1cncc2ccccc12)[C@@H](NC(=O)[C@H]1CC[C@@H](C(=O)N2CCCC2)O1)c1cccc(Cl)c1 |o1:13,o2:17,20|",PET-UNK-ac320b15-10,6.16,5.72,6.63,1.06,1.1
"O=C(Nc1cncc2ccccc12)[C@@H](NC(=O)[C@H]1CC[C@@H](C(=O)N2CCCC2)O1)c1cccc(Cl)c1 |o1:13,o2:17,20|",PET-UNK-ac320b15-10,6.62,5.95,7.36,1.19,1.1
"O=C(N[C@@H](C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1)[C@H]1CC[C@@H](C(=O)N2CCCC2)O1 |o1:3,o2:24,27|",PET-UNK-ac320b15-9,74.0,67.2,81.4,1.21,2.1
"O=C(N[C@@H](C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1)[C@H]1CC[C@@H](C(=O)N2CCCC2)O1 |o1:3,o2:24,27|",PET-UNK-ac320b15-9,12.0,10.9,13.3,1.22,1.1
"OC1CCCC1C(=O)NC[C@@H]1C[C@H](F)CN1C(=O)C1=CC=C(N1)C#N |c:22,t:20|",UNK-CYC-68f84b31−86,> 99.5,,,,
"OC1CCCC1C(=O)NC[C@@H]1C[C@H](F)CN1C(=O)C1=CC=C(N1)C#N |c:22,t:20|",UNK-CYC-68f84b31−86,> 49.8,,,0.899,2.3
"FC(F)(F)C1=CC=NN1C1=CC(=CC=C1)C(=O)NNC(=O)OCC1=CC=CC=C1 |c:6,12,14,27,29,t:4,10,25|",UNK-CYC-68f84b31−70,> 99.5,,,,
"CC(N1C=NC(=N1)C#N)C(=O)OC1CCCN(CC2=CC(=CC=C2)C(F)(F)F)C1=O |c:3,5,21,23,t:19|",UNK-CYC-68f84b31−67,10.2,8.21,12.7,1.72,1.1
"CC(N1C=NC(=N1)C#N)C(=O)OC1CCCN(CC2=CC(=CC=C2)C(F)(F)F)C1=O |c:3,5,21,23,t:19|",UNK-CYC-68f84b31−67,8.45,6.32,11.3,1.65,1.1
C[C@@H](C(=O)Nc1cncnc1)c1ccccc1,BEN-DND-03406596-12,> 99.5,,,,
C[C@H](C(=O)Nc1cncnc1)c1ccccc1,BEN-DND-03406596-11,> 99.5,,,,
O=C(CCl)N1CCCN(S(=O)(=O)c2ccc(F)cc2)CC1,BEN-DND-03406596-8,44.0,28.5,67.9,1.48,2.3
O=C(Cc1cccc(Cl)c1)Nc1cncc2oncc12,PET-UNK-b1ef24dc-3,50.6,47.4,54.1,3.06,2.1
O=C(Cc1cccc(Cl)c1)Nc1cncc2cnoc12,PET-UNK-b1ef24dc-1,23.9,20.6,27.8,1.27,2.1
"COC1(CS(=O)(=O)N2CC(C(=O)NC3=CN=CC4=CC=CC=C34)C3=CC(Cl)=CC=C3C2)CC1 |c:15,19,28,30,t:13,17,21,25|",ALF-EVA-07677224-7,0.107,0.103,0.112,1.09,1.1
"COC1(CS(=O)(=O)N2CC(C(=O)NC3=CN=CC4=CC=CC=C34)C3=CC(Cl)=CC=C3C2)CC1 |c:15,19,28,30,t:13,17,21,25|",ALF-EVA-07677224-7,0.0949,0.0854,0.105,1.06,2.1
O=C(Nc1cncc2cc(CO)ccc12)C1CCOc2ccc(Cl)cc21,ALP-POS-82da25a3-1,1.40,1.31,1.49,1.09,1.1
O=C(Cc1cccc(Cl)c1)Nc1cncn2cnnc12,EDJ-MED-076d6e64-1,> 99.5,,,1.48,2.3
CNC(=O)CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,EDJ-MED-015fb6b4-2,0.0560,0.0509,0.0615,1.24,1.1
CNC(=O)CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,EDJ-MED-015fb6b4-2,< 0.0500,,,0.988,2.1
[H][C@@]1(C(=O)Nc2cncc3cc(F)ccc23)CCS(=O)(=O)c2ccc(Cl)cc21,PET-UNK-2c6614b6-5,0.294,0.250,0.347,0.931,1.1
Cn1ccc(CN2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccc(F)cc34)C2)n1,MAT-POS-24589f88-16,1.35,1.26,1.44,1.04,1.1
O=C1CN(c2ccc(CNCC3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)cc2)CCN1,MAT-POS-24589f88-15,8.55,7.94,9.21,0.972,1.1
CN1CCN(c2cncc3ccccc23)C(=O)C1c1cccc(Cl)c1,MAT-POS-24589f88-14,2.21,2.10,2.33,0.945,1.1
CNS(=O)(=O)c1cc(CNCC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)ccc1F,MAT-POS-24589f88-13,1.73,1.35,2.21,0.93,1.1
NS(=O)(=O)c1ccc(CNCC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cc1,MAT-POS-24589f88-12,2.43,2.21,2.67,1.05,1.1
O=C(NC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C1CCC(C(=O)N2CCCC2)O1,MAT-POS-24589f88-11,2.81,2.21,3.59,0.959,1.1
Cn1cc(CNCC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)n2ncc(C#N)c12,MAT-POS-24589f88-10,12.1,11.1,13.2,1.11,1.1
NS(=O)(=O)c1ccc(CNCC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cc1F,MAT-POS-24589f88-9,1.94,1.72,2.19,1.02,1.1
NC(=O)c1ccn(-c2ccc(CNCC3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)cn2)n1,MAT-POS-24589f88-8,6.40,5.82,7.04,0.968,1.1
CNC(=O)COc1ccc(CNCC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cc1OC,MAT-POS-24589f88-7,11.8,10.9,12.6,0.916,1.1
O=C(Nc1cncc2ccccc12)C1(CNCc2c(N3CCOCC3)nc3ccccn3c2=O)CCOc2ccc(Cl)cc21,MAT-POS-24589f88-6,12.5,9.76,16.1,0.892,1.1
Cc1nc(CN2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccc(F)cc34)C2)cs1.O=C(O)C(F)(F)F,MAT-POS-24589f88-5,1.12,1.04,1.20,1.08,1.1
O=C(Nc1cncc2ccccc12)C1(CNCc2cn(CC3CCCO3)nn2)CCOc2ccc(Cl)cc21,MAT-POS-24589f88-4,8.54,7.86,9.28,1.06,1.1
[H][C@@]1(C(=O)Nc2cncc3ccccc23)CN(S(C)(=O)=O)Cc2ccc(Cl)cc21,MAT-POS-24589f88-3,0.141,0.136,0.147,1.06,2.1
[H][C@]1(C(=O)Nc2cncc3ccccc23)CN(S(C)(=O)=O)Cc2ccc(Cl)cc21,MAT-POS-24589f88-2,12.3,11.4,13.3,1.09,1.1
COc1ccc2cncc(NC(=O)[C@@]3(OC)CCOc4ccc(Cl)cc43)c2c1,MAT-POS-24589f88-1,4.18,3.03,5.78,0.951,1.1
"CC(C)(C)C1=CC=C(C=C1)N(C(C(=O)NCCC1=CC=CC(F)=C1)C1=CC(=O)NC2=CC=CC=C12)C(=O)C1=CN=CN1 |c:6,8,20,23,33,43,t:4,18,26,31,35,41|",ALP-POS-a2344586-3,1.31,1.20,1.43,1.03,1.1
"CC(C)(C)C1=CC=C(C=C1)N(C(C(=O)NCCC1=CC=CC(F)=C1)C1=CC(=O)NC2=CC=CC=C12)C(=O)C1=CC=CO1 |c:6,8,20,23,33,43,t:4,18,26,31,35,41|",ALP-POS-a2344586-1,2.28,0.904,5.74,0.312,2.3
CN(C)S(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cnccc2C(F)(F)F)C1,EDJ-MED-ee742daa-4,28.8,24.3,34.2,1.32,2.1
Cl.N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CNC1,MAT-POS-dc2604c4-3,0.169,0.157,0.182,1.08,2.1
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CC1,MAT-POS-dc2604c4-1,0.0827,0.0715,0.0957,1.23,1.1
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CC1,MAT-POS-dc2604c4-1,< 0.0500,,,1.02,2.1
CN1CCN(S(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CC1,EDJ-MED-1981ceba-5,0.116,0.110,0.122,1.07,2.1
N#CC1CN(S(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)C1,EDJ-MED-1981ceba-4,0.0779,0.0722,0.0840,1.16,1.1
N#CC1CN(S(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)C1,EDJ-MED-1981ceba-4,0.0507,0.0448,0.0573,1.0,2.1
COC1CN(S(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)C1,EDJ-MED-1981ceba-3,0.0805,0.0757,0.0857,1.1,1.1
COC1CN(S(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)C1,EDJ-MED-1981ceba-3,0.0594,0.0525,0.0672,1.03,2.1
O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)N2CCC2)Cc2ccc(Cl)cc21,EDJ-MED-1981ceba-2,0.245,0.203,0.296,1.22,1.1
O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)N2CCC2)Cc2ccc(Cl)cc21,EDJ-MED-1981ceba-2,0.140,0.131,0.150,1.15,1.1
O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)N2CCC2)Cc2ccc(Cl)cc21,EDJ-MED-1981ceba-2,0.0888,0.0811,0.0974,1.04,2.1
O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)N2CCOCC2)Cc2ccc(Cl)cc21,EDJ-MED-1981ceba-1,0.138,0.127,0.148,1.05,2.1
