suspected_SMILES,Canonical_PostEra_ID,IC50_(µM),IC50_CI_(Lower)_(µM),IC50_CI_(Upper)_(µM),Hill_slope,Curve_class
"CN1C=CC2=CC(=CC=C12)N(C(C(=O)NCCC1=CC=CC(F)=C1)C1=CC=CN=C1)C(=O)C1=CN=CN1 |c:2,6,21,24,29,31,38,t:4,8,19,27,36|",BRU-THA-92256091-65,> 99.0,,,1.44,2.3
"CN1C=NC2=CC(=CC=C12)N(C(C(=O)NCCC1=CC=CC(F)=C1)C1=CC=CN=C1)C(=O)C1=CN=CN1 |c:2,6,21,24,29,31,38,t:4,8,19,27,36|",BRU-THA-92256091-61,> 99.0,,,0.521,2.3
"CN1N=CC2=CC(=CC=C12)N(C(C(=O)NCCC1=CC=CC(F)=C1)C1=CC=CN=C1)C(=O)C1=CN=CN1 |c:2,6,21,24,29,31,38,t:4,8,19,27,36|",BRU-THA-92256091-60,> 99.0,,,1.53,2.3
"FC1=CC=CC(CCNC(=O)C(N(C(=O)C2=CN=CN2)C2=CC=C3CCOCC3=C2)C2=CC=CN=C2)=C1 |c:3,17,30,35,37,39,t:1,15,21,23,33|",BRU-THA-92256091-54,> 99.0,,,1.34,2.3
"FC1=CC=CC(CCNC(=O)C(N(C(=O)C2=CN=CN2)C2=CC=C3N=CSC3=C2)C2=CC=CN=C2)=C1 |c:3,17,25,29,34,36,38,t:1,15,21,23,32|",BRU-THA-92256091-51,> 99.0,,,1.84,2.3
"FC1=CC=CC(CCNC(=O)C(N(C2CCC3(CCO3)CC2)C(=O)C2=CN=CN2)C2=CC=CN=C2)=C1 |c:3,28,34,36,38,t:1,26,32|",BRU-THA-92256091-49,> 99.0,,,,
"FC1=CC=CC(CCNC(=O)C(N(C2CCC3OCCC3C2)C(=O)C2=CN=CN2)C2=CC=CN=C2)=C1 |c:3,28,34,36,38,t:1,26,32|",BRU-THA-92256091-47,> 99.0,,,,
"COC1=CC(=CC=C1S(=O)(=O)N(C)C)N(C(C(=O)NCCC1=CC=CC(F)=C1)C1=CC=CN=C1)C(=O)C1=CN=CN1 |c:4,6,24,27,32,34,41,t:2,22,30,39|",BRU-THA-92256091-44,> 99.0,,,1.6,2.3
"CCOC1=CC=C(C=N1)N(C(C(=O)NCCC1=CC=CC(F)=C1)C1=CC=CN=C1)C(=O)C1=CN=CN1 |c:5,7,19,22,27,29,36,t:3,17,25,34|",BRU-THA-92256091-31,> 99.0,,,0.865,2.1
"COC1=CC=CC=C1CN(C(C(=O)NCCC1=CC=CC(F)=C1)C1=CC=CN=C1)C(=O)C1=CN=CN1 |c:4,6,19,22,27,29,36,t:2,17,25,34|",BRU-THA-92256091-28,> 99.0,,,2.02,2.3
"COCC1=CC=C(C=C1)N(C(C(=O)NCCC1=CC=CC(F)=C1)C1=CC=CN=C1)C(=O)C1=CN=CN1 |c:5,7,19,22,27,29,36,t:3,17,25,34|",BRU-THA-92256091-23,62.9,55.8,70.9,1.07,2.1
"CS(=O)(=O)CC1=CC=C(C=C1)N(C(C(=O)NCCC1=CC=CC(F)=C1)C1=CC=CN=C1)C(=O)C1=CN=CN1 |c:7,9,21,24,29,31,38,t:5,19,27,36|",BRU-THA-92256091-20,41.1,34.3,49.2,0.988,2.1
"COC1=CC=C(C=C1)N(C(C(=O)NCCC1=CC=CC(F)=C1)C1=CC=CN=C1)C(=O)C1=CN=CN1 |c:4,6,18,21,26,28,35,t:2,16,24,33|",BRU-THA-92256091-19,93.7,77.0,114,1.37,2.1
CC(C)Oc1ccc(N(C(=O)c2c[nH]cn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,BRU-THA-92256091-17,0.592,0.527,0.666,1.23,1.1
CC(C)Oc1ccc(N(C(=O)c2c[nH]cn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,BRU-THA-92256091-17,0.857,0.797,0.921,1.15,1.1
"FC(F)OC1=CC=C(C=C1)N(C(C(=O)NCCC1=CC=CC(F)=C1)C1=CC=CN=C1)C(=O)C1=CN=CN1 |c:6,8,20,23,28,30,37,t:4,18,26,35|",BRU-THA-92256091-16,22.1,20.1,24.3,1.06,2.1
"CC(C)S(=O)(=O)C1=CC=C(C=C1)N(C(C(=O)NCCC1=CC=CC(F)=C1)C1=CC=CN=C1)C(=O)C1=CN=CN1 |c:8,10,22,25,30,32,39,t:6,20,28,37|",BRU-THA-92256091-14,> 99.0,,,,
"FC1=CC=CC(CCNC(=O)C(N(C2CCCCCC2)C(=O)C2=CN=CN2)C2=CC=CN=C2)=C1 |c:3,25,31,33,35,t:1,23,29|",BRU-THA-92256091-13,> 99.0,,,1.56,2.3
"FC1=CC=CC(CCNC(=O)C(N(CC2=CC=CN=C2)C(=O)C2=CN=CN2)C2=CC=CN=C2)=C1 |c:3,16,18,25,31,33,35,t:1,14,23,29|",BRU-THA-92256091-11,> 99.0,,,,
"FC1=CC=CC(CCNC(=O)C(N(CC2=CC=CC=C2)C(=O)C2=CN=CN2)C2=CC=CN=C2)=C1 |c:3,16,18,25,31,33,35,t:1,14,23,29|",BRU-THA-92256091-7,> 99.0,,,2.72,3.0
O=C1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2N1,MIC-UNK-45817b9b-1,0.420,0.400,0.442,1.07,1.1
O=C1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2N1,MIC-UNK-45817b9b-1,0.473,0.358,0.624,0.84,2.1
O=C(Nc1cncc2ccccc12)C1CCN(Cc2ncn[nH]2)c2ccc(Cl)cc21,RAL-THA-8416115c-13,1.40,1.31,1.50,0.983,1.1
CN(C)C(=O)CN1CCC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc21,RAL-THA-8416115c-9,2.54,1.86,3.48,0.843,1.1
O=C(Nc1cncc2ccccc12)C1CCN(Cc2ccn[nH]2)c2ccc(Cl)cc21,RAL-THA-8416115c-6,0.803,0.726,0.888,1.13,1.1
O=C(Nc1cncc2ccccc12)C1CCN(Cc2ncc[nH]2)c2ccc(Cl)cc21,RAL-THA-8416115c-5,0.780,0.732,0.831,1.04,1.1
O=C(Nc1cncc2ccccc12)C1CCN(Cc2ccccc2)c2ccc(Cl)cc21,RAL-THA-8416115c-1,1.06,0.875,1.30,0.787,1.1
COCCN1CCC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc21,RAL-THA-4aa06b95-7,0.564,0.493,0.645,0.981,1.1
NC(=O)N1CCC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc21,RAL-THA-4aa06b95-1,0.998,0.897,1.11,1.22,1.1
COc1ccccc1OCCNC(=O)C1CC(=O)Nc2ccccc21,MAT-POS-35d3f55a-1,> 99.5,,,0.788,2.3
CC1CN(C(=O)c2cc(=O)[nH]c3ccccc23)CCN1c1cccc(Cl)c1,MAT-POS-54c4bf04-4,14.7,13.6,16.0,1.07,1.1
O=C(c1cncc2ccccc12)N1CCN(c2cccc(Cl)c2)CC1,MAT-POS-54c4bf04-3,1.60,1.51,1.71,1.07,1.1
COc1cccc2[nH]c(=O)cc(C(=O)N3CCN(c4cccc(Cl)c4)CC3)c12,MAT-POS-3b536971-2,4.68,4.34,5.05,1.07,1.1
COc1ccc(Cl)cc1OCCNC(=O)c1cc(=O)[nH]c2cccc(OC)c12,MAT-POS-3b536971-1,0.874,0.576,1.33,1.2,1.3
CC(=O)N1CCC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc21,ALP-POS-966f8da6-2,0.936,0.869,1.01,1.21,1.1
O=C(Cc1cncc2ccccc12)N1CCOc2ccc(Cl)cc21,JOH-UNI-ea1df7a8-1,6.05,5.61,6.52,0.988,1.1
[H][C@]1(C(=O)Nc2c[n+]([O-])cc3ccccc23)CCOc2ccc(Cl)cc21,EDJ-MED-eff36d94-1,> 99.5,,,0.377,3.0
O=C(Nc1cncc2c1CNCC2)C1CCOc2ccc(Cl)cc21,BEN-DND-c852c98b-10,6.16,5.38,7.05,1.25,1.1
CS(=O)(=O)c1ccc2cncc(NC(=O)C3CCOc4ccc(Cl)cc43)c2c1,BEN-DND-c852c98b-5,0.964,0.813,1.14,0.899,1.1
O=C(Nc1cncc2ccc(O)cc12)C1CCOc2ccc(Cl)cc21,BEN-DND-c852c98b-4,0.176,0.157,0.197,0.881,2.1
N#Cc1ccc2cncc(NC(=O)C3CCOc4ccc(Cl)cc43)c2c1,BEN-DND-c852c98b-1,2.75,1.89,3.99,0.781,1.1
CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,BEN-DND-f2e727cd-6,2.01,1.76,2.30,0.999,1.1
Cl.Cl.O=C(Nc1cncc2ccccc12)C1CNCc2ccc(Cl)cc21,BEN-DND-f2e727cd-5,1.95,1.82,2.09,1.05,1.1
"ClC1=CC=C2COCC(C(=O)NC3=CN=CC4=CC=CC=C34)C2=C1 |c:14,18,25,t:1,3,12,16,20|",BEN-DND-f2e727cd-4,8.08,7.71,8.47,1.05,1.1
O=C(Nc1cncc2ccccc12)N1CCOc2ccc(Cl)cc21,BEN-DND-f2e727cd-1,11.4,10.1,12.9,1.21,1.1
[H][C@]1(C(=O)Nc2cncc3ccncc23)CCOc2ccc(Cl)cc21,BEN-DND-4f474d93-2,> 7.46,,,0.289,2.3
COc1cccc2[nH]c(=O)cc(C(=O)NCCOc3ccccc3OCC3CC3)c12,EDJ-MED-bbe8e3da-2,3.03,2.51,3.65,1.31,2.1
COc1cccc2[nH]c(=O)cc(C(=O)NCCOc3ccccc3OCC3CC3)c12,EDJ-MED-bbe8e3da-2,5.52,3.96,7.68,0.825,1.1
COc1cccc2[nH]c(=O)cc(C(=O)NCCOc3ccccc3OCC3CC3)c12,EDJ-MED-bbe8e3da-2,0.425,0.0718,2.52,0.429,2.3
CC(=O)Nc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)cn1,ALP-POS-c3a96089-4,0.712,0.665,0.762,1.08,1.1
CC(=O)Nc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)cn1,ALP-POS-c3a96089-4,0.625,0.588,0.665,1.05,1.1
Cc1ccc(N(Cc2cscn2)C(=O)Cc2cncc3ccccc23)nc1,ALP-POS-c3a96089-2,> 99.5,,,1.51,2.3
Cc1ccc(N(Cc2cscn2)C(=O)Cc2cncc3ccccc23)cc1,ALP-POS-c3a96089-1,8.09,7.51,8.71,1.11,1.1
CCC(=O)Nc1ccc(N(Cc2ccccc2)C(=O)n2nnc3ccccc32)cc1,ALP-POS-a1bdc92a-1,> 99.5,,,,
O=C(Cc1cncc2ccccc12)Nc1cccc(Cl)c1,PET-UNK-8922bd3c-1,6.47,5.80,7.22,1.11,1.1
O=C(Nc1cncc2ccccc12)C1CCOc2c(O)ccc(Cl)c21,ALP-UNI-4b8a177c-1,> 99.5,,,1.27,2.3
O=C(Nc1c[nH]c(=O)c2ccccc12)C1CCOc2ccc(Cl)cc21,JOH-UNI-f51e3bbc-1,> 99.5,,,2.0,3.0
CN1C(=O)N(c2cncc3ccccc23)C(=O)C12CCOc1ccc(Cl)cc12,BEN-BAS-c2bc0d80-7,0.563,0.537,0.589,1.09,1.1
Cl.O=C1CC2(CCOc3ccc(Cl)cc32)C(=O)N1c1cncc2ccccc12,BEN-BAS-c2bc0d80-6,0.486,0.449,0.526,1.14,1.1
O=C1CC(C(=O)Nc2cncc3ccccc23)c2cc(Br)ccc2N1,MAT-POS-8d5af1ef-1,1.12,0.954,1.32,1.1,1.1
O=C(c1cncc2ccccc12)N1CCN(c2cccc(Cl)c2)C(=O)C1,ERI-UCB-d6de1f3c-2,9.19,8.74,9.66,1.15,1.1
O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(c2cccc(Cl)c2)C(=O)C1,ERI-UCB-d6de1f3c-1,15.8,14.7,17.0,1.1,1.1
Cc1cccc2cncc(NC(=O)Cc3cccc(Cl)c3)c12,MIC-UNK-50cce87d-3,0.331,0.314,0.350,1.12,1.1
"ClC1=CC=CC(CC(=O)NC2=CN=CC3=CC=CC(Cl)=C23)=C1 |c:3,12,16,22,t:1,10,14,19|",MIC-UNK-50cce87d-2,0.594,0.427,0.825,0.781,1.1
"FC1=CC=CC2=CN=CC(NC(=O)CC3=CC=CC(Cl)=C3)=C12 |c:3,7,16,19,t:1,5,14,21|",MIC-UNK-50cce87d-1,1.31,1.07,1.59,1.1,1.1
CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,PET-UNK-29afea89-2,0.0874,0.0811,0.0943,1.09,1.1
CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,PET-UNK-29afea89-2,0.0806,0.0783,0.0831,1.01,2.1
Nc1nn(C(=O)Cc2cccc(Cl)c2)c2cccnc12,ALP-POS-6495d03e-7,> 99.5,,,0.867,3.0
Cc1cc(C(F)(F)F)nc2c1c(N)nn2C(=O)C1CCOc2ccc(Cl)cc21,ALP-POS-6495d03e-6,> 99.5,,,0.998,2.3
Cc1cc(C(F)(F)F)nc2c1c(N)nn2C(=O)Cc1cccc(Cl)c1,ALP-POS-79636100-3,> 99.5,,,1.22,2.3
C=CC(=O)N(c1ccc(I)cc1)C(C(=O)Nc1ccc(Cl)cc1)c1cncnc1,ALP-POS-568d9d36-1,26.3,22.1,31.3,1.38,2.1
Nc1nn(C(=O)C2CCOc3ccc(Cl)cc32)c2ccncc12,ALP-POS-902f21bb-2,87.2,73.3,104,1.57,2.1
Nc1nn(C(=O)Cc2cccc(Cl)c2)c2cc(F)ccc12,ALP-POS-902f21bb-1,> 99.5,,,1.25,2.3
CC(C)(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NCc2ccccc2)c2cccnc2)cc1,ALP-POS-02c6a514-57,4.36,3.93,4.84,1.11,1.1
CC(C)(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)Nc2ccccc2)c2cccnc2)cc1,ALP-POS-02c6a514-56,11.2,9.87,12.7,0.978,1.1
CC(C)(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NCCN2CCOCC2)c2cccnc2)cc1,ALP-POS-02c6a514-55,2.19,2.05,2.34,1.09,1.1
CN(C)C(=O)CNC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(C(C)(C)C)cc1,ALP-POS-02c6a514-53,10.9,9.81,12.2,0.946,1.1
CC(C)(C)c1ccc(N(C(=O)c2ccn[nH]2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,ALP-POS-02c6a514-52,1.78,1.62,1.95,1.02,1.1
CC(C)(C)c1ccc(N(C(=O)C2CCCN2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,ALP-POS-02c6a514-51,> 99.5,,,0.124,2.3
CC(C)(C)c1ccc(N(C(=O)c2cocn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,ALP-POS-02c6a514-50,0.557,0.512,0.606,1.03,1.1
CC(C)(C)c1ccc(N(C(=O)c2nccs2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,ALP-POS-02c6a514-49,0.800,0.740,0.865,1.02,1.1
CC(C)(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2n[nH]c3ccccc23)cc1,ALP-POS-02c6a514-48,> 99.5,,,0.46,2.3
CC(C)(C)c1ccc(N(C(=O)c2ncc[nH]2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,ALP-POS-02c6a514-46,5.29,4.82,5.79,1.1,1.1
CC(C)(C)c1ccc(N(C(=O)c2cn3ccccc3n2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,ALP-POS-02c6a514-45,18.2,16.2,20.4,0.98,2.1
Cc1ccncc1C(C(=O)NCCc1cccc(F)c1)N(C(=O)c1ccco1)c1ccc(C(C)(C)C)cc1,ALP-POS-02c6a514-44,0.112,0.106,0.118,1.09,2.1
COc1ccccc1C(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,ALP-POS-02c6a514-40,> 99.5,,,0.917,2.3
CC(C)(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cnc3ccccn23)cc1,ALP-POS-02c6a514-34,37.5,33.5,41.9,1.06,2.1
CC(C)(C)c1ccc(N(C(=O)c2cccc(C#N)c2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,ALP-POS-02c6a514-33,> 99.5,,,0.524,2.3
CC(C)(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cncc3ccccc23)cc1,ALP-POS-02c6a514-32,0.403,0.379,0.428,1.17,1.1
Cn1nc(C(C(=O)NCCc2cccc(F)c2)N(C(=O)c2ccco2)c2ccc(C(C)(C)C)cc2)c2ccccc21,ALP-POS-02c6a514-31,> 99.5,,,0.556,2.3
CC(C)(C)c1ccc(N(C(=O)c2ccncc2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,ALP-POS-02c6a514-26,> 99.5,,,0.753,2.3
Cn1cncc1C(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,ALP-POS-02c6a514-22,> 99.5,,,1.31,2.3
CC(C)(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2coc3ccccc23)cc1,ALP-POS-02c6a514-19,> 99.5,,,0.763,2.3
CC(C)(C)c1ccc(N(C(=O)C2CCCO2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,ALP-POS-02c6a514-17,5.56,5.07,6.10,0.978,1.1
COc1cncc(C(C(=O)NCCc2cccc(F)c2)N(C(=O)c2ccco2)c2ccc(C(C)(C)C)cc2)c1C,ALP-POS-02c6a514-13,> 99.5,,,0.524,2.3
CC(C)(C)c1ccc(N(C(=O)c2ccccc2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,ALP-POS-02c6a514-11,> 99.5,,,0.748,2.3
Nc1ccc2[nH]c(C(=O)N(C(=O)c3ccco3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)cc2c1,ALP-POS-02c6a514-10,> 99.5,,,1.16,2.1
CC(C)(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2snc3ccccc23)cc1,ALP-POS-02c6a514-9,5.33,4.18,6.81,0.813,1.1
CC(=O)c1ccccc1C(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,ALP-POS-02c6a514-6,> 99.5,,,0.536,2.3
COC(=O)C(C)(CN(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1)c1ccccc1F,ALP-POS-b0bc6a46-29,> 99.5,,,1.1,2.1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C1CCN(c2ccccc2)CC1,ALP-POS-b0bc6a46-28,79.6,67.4,94.0,0.971,2.1
N#Cc1cc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)ccc1Oc1ccc(C(F)(F)F)cc1,ALP-POS-b0bc6a46-27,> 99.5,,,0.716,2.3
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C1CCCC(c2ccc(F)c(F)c2)C1,ALP-POS-b0bc6a46-26,> 99.5,,,0.721,2.1
COc1cc(C)ccc1N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,ALP-POS-b0bc6a46-25,> 99.5,,,1.26,2.1
N#Cc1ccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,ALP-POS-b0bc6a46-24,10.4,9.71,11.1,1.08,1.1
CC(=O)c1ccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,ALP-POS-b0bc6a46-23,56.3,50.6,62.5,1.24,2.1
COc1ccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,ALP-POS-b0bc6a46-22,30.5,27.8,33.5,1.0,2.1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@H]1C[C@H](c2cc(F)cc(F)c2)C1,ALP-POS-b0bc6a46-21,> 99.5,,,0.64,2.1
CSc1ccc(CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1C#N,ALP-POS-b0bc6a46-20,54.9,48.8,61.8,0.928,2.1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(Cc1c(O)ccc2c1CCCC2)C(=O)c1ccco1,ALP-POS-b0bc6a46-19,12.1,11.2,13.0,1.1,1.1
COc1ccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1OCCO,ALP-POS-b0bc6a46-18,> 99.5,,,0.772,2.3
COC(=O)CCSc1cc(Cl)ccc1N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,ALP-POS-b0bc6a46-17,16.6,15.3,18.1,0.899,2.1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2n[nH]c3c2COCC3)cc1,ALP-POS-b0bc6a46-16,43.0,37.9,48.8,0.966,2.1
COc1ccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1NC(=O)C1CCCCC1,ALP-POS-b0bc6a46-14,62.7,53.4,73.6,0.865,2.1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)c1cccc(CSC2CCOCC2)c1,ALP-POS-b0bc6a46-13,> 99.5,,,0.912,2.1
CC(C)(C)c1cnc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)s1,ALP-POS-b0bc6a46-12,3.94,3.60,4.32,1.03,1.1
CC(C)c1cc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)ccc1C(F)(F)F,ALP-POS-b0bc6a46-11,> 99.5,,,0.617,2.3
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(Cc1ccccc1C1CCC1)C(=O)c1ccco1,ALP-POS-b0bc6a46-10,1.93,1.81,2.05,1.04,1.1
COc1ccccc1N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,ALP-POS-b0bc6a46-8,> 99.5,,,0.899,2.1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(Cc1cc(C(F)(F)F)cs1)C(=O)c1ccco1,ALP-POS-b0bc6a46-7,> 99.5,,,0.838,2.3
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(C2CCCC2)cc1,ALP-POS-b0bc6a46-5,0.282,0.264,0.300,1.01,2.1
CCOC1CC2(C1)CC2N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,ALP-POS-b0bc6a46-4,> 99.5,,,1.66,2.3
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(Cc1ccccc1)C(=O)c1ccco1,ALP-POS-b0bc6a46-2,> 99.5,,,1.19,2.1
CC1CC(CCN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)CC(C)(C)C1,ALP-POS-b0bc6a46-1,> 99.5,,,0.698,2.1
Nc1nn(C(=O)C2CCOc3ccc(Cl)cc32)c2cc(F)ccc12,ALP-POS-e2fddb0f-2,> 99.5,,,0.747,3.0
Nc1cncc2c1CCCN2C(=O)Cc1cccc(Cl)c1,ALP-POS-cd485364-2,41.4,36.7,46.8,0.915,2.1
Nc1cncc2c1CCCN2C(=O)Cc1cccc(Cl)c1,ALP-POS-cd485364-2,25.5,23.7,27.5,1.2,2.1
Nc1nn(C(=O)Cc2cccc(Cl)c2)c2ccc(F)cc12,ALP-POS-cd485364-1,> 99.5,,,1.78,2.3
O=C1N[C@@]2(CCOc3ccc(Cl)cc32)C(=O)N1c1cncc2ccccc12,VLA-UCB-34f3ed0c-11,20.5,18.6,22.6,1.06,2.1
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)[C@H](C(=O)NCCc1cccc(F)c1)c1cccnc1 |o1:15|,PAU-WEI-5b8d5051-1,2.86,2.67,3.05,1.22,1.1
Nc1nn(C(=O)Cc2cccc(Cl)c2)c2cccc(F)c12,MAT-POS-0c8fa4a7-4,> 99.5,,,0.322,2.3
Nc1nn(C(=O)Cc2cccc(Cl)c2)c2ccccc12,MAT-POS-0c8fa4a7-3,> 99.5,,,0.866,2.3
COc1ccc2c(c1)c(N)nn2C(=O)Cc1cccc(Cl)c1,MAT-POS-0c8fa4a7-2,> 99.5,,,0.228,4.0
O=C(Nc1cncc2ccccc12)C1=CCCc2ccc(Cl)cc21,MAT-POS-0c8fa4a7-1,0.233,0.198,0.275,0.92,2.1
O=C1CC(Oc2cc(Cl)cc(N(CCC3CCCCC3)C(=O)Nc3cncc4ccccc34)c2)N1,MAT-POS-53907a1c-3,0.706,0.622,0.800,1.14,1.1
O=C1CC(Oc2cc(Cl)cc(N(CCC3CCCCC3)C(=O)Nc3cncc4ccccc34)c2)N1,MAT-POS-53907a1c-3,0.527,0.500,0.557,1.05,1.1
O=C1CC(Oc2cc(Cl)cc(N(CCC3CCCCC3)C(=O)Nc3cncc4ccccc34)c2)N1,MAT-POS-53907a1c-3,0.182,0.168,0.199,1.03,2.1
O=C1CC(Oc2cc(Cl)cc(N(CCC3CCCCC3)C(=O)Nc3cncc4ccccc34)c2)N1,MAT-POS-53907a1c-3,0.109,0.102,0.115,1.17,1.1
O=C1CC(Oc2cc(Cl)cc(N(CCC3CCCCC3)C(=O)Nc3cncc4ccccc34)c2)N1,MAT-POS-53907a1c-3,0.0578,0.0541,0.0618,0.981,2.1
Cc1ccncc1NC(=O)N(CCC1CCCCC1)c1cc(Cl)cc(OC(C)C)c1,MAT-POS-53907a1c-2,24.6,16.5,36.5,0.596,2.3
COc1ccc2c(N)nn(C(=O)Cc3cccc(Cl)c3)c2c1,MAT-POS-53907a1c-1,> 99.5,,,0.823,2.3
O=C(Nc1cncc2cc(CN3CCNCC3)ccc12)C1CCOc2ccc(Cl)cc21,MAK-UNK-8be7dca9-1,1.83,1.55,2.17,1.22,1.1
O=C1C(=O)N(Cc2ccccc2)c2ccc([N+](=O)[O-])cc21,LOR-NOR-c954e7ad-6,> 99.5,,,,
O=C(O)CN1C(=O)C(=O)c2cc([N+](=O)[O-])ccc21,LOR-NOR-c954e7ad-5,> 99.5,,,,
CCc1ccc2c(c1)C(=O)C(=O)N2CC(=O)O,LOR-NOR-c954e7ad-4,> 99.5,,,,
CC(C)CCN1C(=O)C(=O)c2cc(Br)ccc21,LOR-NOR-c954e7ad-3,> 99.5,,,1.33,4.0
CCCCN1C(=O)C(=O)c2cc(Br)cc(C)c21,LOR-NOR-c954e7ad-2,> 99.5,,,,
Cc1nc(CN2C(=O)C(=O)c3cc(Br)ccc32)cs1,LOR-NOR-c954e7ad-1,> 99.5,,,1.34,4.0
CN1CCC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc21,MIC-UNK-91acba05-6,0.443,0.417,0.471,1.16,1.1
O=C(Nc1cncc2ccccc12)C1CCS(=O)(=O)c2ccc(Cl)cc21,MIC-UNK-91acba05-3,0.288,0.267,0.310,1.0,1.1
"CN1CC(C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(Cl)=CC=C2C1=O |c:9,13,22,24,t:7,11,15,19|",MIC-UNK-91acba05-2,0.335,0.302,0.371,1.16,1.1
O=C1NCC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc21,MIC-UNK-91acba05-1,0.208,0.183,0.237,0.883,2.1
